"","business_id","business_name","business_address","inspection_date","inspection_score","violation_description","risk_category","Current Supervisor Districts"
"13072",95188,"Aroma Tea Shop","430 Beach St",2019-09-30,88,"Inadequate or unsanitary refuse containers or area or no garbage service","Low Risk",NA
"13073",99136,"ALLSTARS DONUTS","399 5TH ST",2019-09-30,73,"Moderate risk food holding temperature","Moderate Risk",NA
"13074",99136,"ALLSTARS DONUTS","399 5TH ST",2019-09-30,73,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13075",95188,"Aroma Tea Shop","430 Beach St",2019-09-30,88,"Improper or defective plumbing","Low Risk",NA
"13076",4533,"Gourmet Delight","1045 Stockton St",2019-10-01,79,"Inadequate procedures or records for time as a public health control","Moderate Risk",3
"13077",1542,"I LUV TERIYAKI AND SUSHI","270 Potrero Ave",2019-10-01,86,"Noncompliance with HAACP plan or variance","Moderate Risk",9
"13078",3090,"YANK SING RESTAURANT","101 SPEAR St A-16",2019-10-01,90,"Low risk vermin infestation","Low Risk",10
"13079",7558,"Seafood Center","831 Clement St",2019-10-01,92,"Inadequate warewashing facilities or equipment","Low Risk",4
"13080",29950,"Mrs. Fields Cookies","Pier 39  B-06",2019-10-01,98,"Unclean or degraded floors walls or ceilings","Low Risk",3
"13081",1542,"I LUV TERIYAKI AND SUSHI","270 Potrero Ave",2019-10-01,86,"Unapproved or unmaintained equipment or utensils","Low Risk",9
"13082",7558,"Seafood Center","831 Clement St",2019-10-01,92,"Unapproved or unmaintained equipment or utensils","Low Risk",4
"13083",3090,"YANK SING RESTAURANT","101 SPEAR St A-16",2019-10-01,90,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",10
"13084",4533,"Gourmet Delight","1045 Stockton St",2019-10-01,79,"Unclean or degraded floors walls or ceilings","Low Risk",3
"13085",1542,"I LUV TERIYAKI AND SUSHI","270 Potrero Ave",2019-10-01,86,"Unclean nonfood contact surfaces","Low Risk",9
"13086",4533,"Gourmet Delight","1045 Stockton St",2019-10-01,79,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"13087",3090,"YANK SING RESTAURANT","101 SPEAR St A-16",2019-10-01,90,"Unclean nonfood contact surfaces","Low Risk",10
"13088",4533,"Gourmet Delight","1045 Stockton St",2019-10-01,79,"High risk food holding temperature","High Risk",3
"13089",1542,"I LUV TERIYAKI AND SUSHI","270 Potrero Ave",2019-10-01,86,"Unclean or degraded floors walls or ceilings","Low Risk",9
"13090",7558,"Seafood Center","831 Clement St",2019-10-01,92,"Improper storage of equipment utensils or linens","Low Risk",4
"13091",7558,"Seafood Center","831 Clement St",2019-10-01,92,"Improper food storage","Low Risk",4
"13092",1542,"I LUV TERIYAKI AND SUSHI","270 Potrero Ave",2019-10-01,86,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",9
"13093",4533,"Gourmet Delight","1045 Stockton St",2019-10-01,79,"Inadequate and inaccessible handwashing facilities","Moderate Risk",3
"13094",4533,"Gourmet Delight","1045 Stockton St",2019-10-01,79,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",3
"13095",3090,"YANK SING RESTAURANT","101 SPEAR St A-16",2019-10-01,90,"Unapproved or unmaintained equipment or utensils","Low Risk",10
"13096",93835,"Japanese House","480 6th St",2019-10-01,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13097",80887,"Supercue Cafe","1330 Ocean Ave",2019-10-01,87,"Permit license or inspection report not posted","Low Risk",NA
"13098",87647,"Garibaldis on Presidio","347 Presidio Ave",2019-10-01,85,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"13099",93835,"Japanese House","480 6th St",2019-10-01,88,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"13100",93835,"Japanese House","480 6th St",2019-10-01,88,"No thermometers or uncalibrated thermometers","Low Risk",NA
"13101",87647,"Garibaldis on Presidio","347 Presidio Ave",2019-10-01,85,"Low risk vermin infestation","Low Risk",NA
"13102",69590,"Hotel Adagio","550 Geary St",2019-10-01,92,"Inadequate warewashing facilities or equipment","Low Risk",NA
"13103",80887,"Supercue Cafe","1330 Ocean Ave",2019-10-01,87,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"13104",70148,"Mission Street Sports Bar SF","2565 Mission St.",2019-10-01,88,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13105",87647,"Garibaldis on Presidio","347 Presidio Ave",2019-10-01,85,"Unclean nonfood contact surfaces","Low Risk",NA
"13106",70148,"Mission Street Sports Bar SF","2565 Mission St.",2019-10-01,88,"Moderate risk vermin infestation","Moderate Risk",NA
"13107",87647,"Garibaldis on Presidio","347 Presidio Ave",2019-10-01,85,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"13108",93835,"Japanese House","480 6th St",2019-10-01,88,"Unclean nonfood contact surfaces","Low Risk",NA
"13109",80887,"Supercue Cafe","1330 Ocean Ave",2019-10-01,87,"Unclean or unsanitary food contact surfaces","High Risk",NA
"13110",69590,"Hotel Adagio","550 Geary St",2019-10-01,92,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"13111",93835,"Japanese House","480 6th St",2019-10-01,88,"Food safety certificate or food handler card not available","Low Risk",NA
"13112",87647,"Garibaldis on Presidio","347 Presidio Ave",2019-10-01,85,"Unclean hands or improper use of gloves","High Risk",NA
"13113",70148,"Mission Street Sports Bar SF","2565 Mission St.",2019-10-01,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13114",69590,"Hotel Adagio","550 Geary St",2019-10-01,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13115",80887,"Supercue Cafe","1330 Ocean Ave",2019-10-01,87,"Inadequate dressing rooms or improper storage of personal items","Low Risk",NA
"13116",95681,"Neighbors Corner","499 Douglass St",2019-10-01,94,"Moderate risk vermin infestation","Moderate Risk",NA
"13117",95681,"Neighbors Corner","499 Douglass St",2019-10-01,94,"Inadequate ventilation or lighting","Low Risk",NA
"13118",95400,"San Marcos Restaurante","98 Leland Ave",2019-10-01,78,"High risk food holding temperature","High Risk",NA
"13119",95400,"San Marcos Restaurante","98 Leland Ave",2019-10-01,78,"Improper thawing methods","Moderate Risk",NA
"13120",95400,"San Marcos Restaurante","98 Leland Ave",2019-10-01,78,"Moderate risk vermin infestation","Moderate Risk",NA
"13121",81077,"Waffle Cone Shop","Pier 39  B-4",2019-10-01,100,NA,NA,NA
"13122",95400,"San Marcos Restaurante","98 Leland Ave",2019-10-01,78,"Sewage or wastewater contamination","High Risk",NA
"13123",5864,"VISITACION VALLEY MIDDLE SCHOOL","450 Raymond Ave",2019-10-01,100,NA,NA,9
"13124",36348,"El Tepa","2198 Folsom St",2019-10-02,77,"Moderate risk vermin infestation","Moderate Risk",2
"13125",36348,"El Tepa","2198 Folsom St",2019-10-02,77,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"13126",3304,"Round Table Pizza","801 Van Ness Ave",2019-10-02,83,"Insufficient hot water or running water","Moderate Risk",11
"13127",2749,"TAQUERIA CANCUN","3211 MISSION St",2019-10-02,86,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"13128",3715,"WE BE SUSHI","538 Valencia St",2019-10-02,96,"Unclean nonfood contact surfaces","Low Risk",5
"13129",3715,"WE BE SUSHI","538 Valencia St",2019-10-02,96,"Low risk vermin infestation","Low Risk",5
"13130",34814,"The Irish Bank Bar & Restaurant","10 Mark Ln",2019-10-02,87,"High risk food holding temperature","High Risk",3
"13131",615,"J & A RESTAURANT","5712 MISSION St",2019-10-02,94,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",1
"13132",39606,"Stable Cafe","2128 Folsom St",2019-10-02,96,"Insufficient hot water or running water","Moderate Risk",2
"13133",2749,"TAQUERIA CANCUN","3211 MISSION St",2019-10-02,86,"Improper thawing methods","Moderate Risk",2
"13134",121,"Akikos Sushi","431 Bush St",2019-10-02,88,"Insufficient hot water or running water","Moderate Risk",3
"13135",36348,"El Tepa","2198 Folsom St",2019-10-02,77,"Improper thawing methods","Moderate Risk",2
"13136",34814,"The Irish Bank Bar & Restaurant","10 Mark Ln",2019-10-02,87,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",3
"13137",486,"Tommaso","1042 Kearny St",2019-10-02,93,"High risk food holding temperature","High Risk",3
"13138",121,"Akikos Sushi","431 Bush St",2019-10-02,88,"Moderate risk vermin infestation","Moderate Risk",3
"13139",3304,"Round Table Pizza","801 Van Ness Ave",2019-10-02,83,"High risk vermin infestation","High Risk",11
"13140",3304,"Round Table Pizza","801 Van Ness Ave",2019-10-02,83,"Inadequate and inaccessible handwashing facilities","Moderate Risk",11
"13141",2749,"TAQUERIA CANCUN","3211 MISSION St",2019-10-02,86,"Unapproved or unmaintained equipment or utensils","Low Risk",2
"13142",1263,"LAVA JAVA","852 STANYAN St",2019-10-02,93,"High risk vermin infestation","High Risk",11
"13143",121,"Akikos Sushi","431 Bush St",2019-10-02,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",3
"13144",1262,"NORTH BEACH PIZZA","800 STANYAN St",2019-10-02,94,"Food safety certificate or food handler card not available","Low Risk",11
"13145",36348,"El Tepa","2198 Folsom St",2019-10-02,77,"Moderate risk food holding temperature","Moderate Risk",2
"13146",1262,"NORTH BEACH PIZZA","800 STANYAN St",2019-10-02,94,"Moderate risk food holding temperature","Moderate Risk",11
"13147",3304,"Round Table Pizza","801 Van Ness Ave",2019-10-02,83,"Permit license or inspection report not posted","Low Risk",11
"13148",36348,"El Tepa","2198 Folsom St",2019-10-02,77,"Improper cooling methods","High Risk",2
"13149",2749,"TAQUERIA CANCUN","3211 MISSION St",2019-10-02,86,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",2
"13150",615,"J & A RESTAURANT","5712 MISSION St",2019-10-02,94,"Unapproved or unmaintained equipment or utensils","Low Risk",1
"13151",34814,"The Irish Bank Bar & Restaurant","10 Mark Ln",2019-10-02,87,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"13152",87631,"Truly Mediterranean","3109 16th St.",2019-10-02,94,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"13153",67495,"Southern Pacific Brewing","620 Treat Ave",2019-10-02,85,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"13154",83841,"Bruno's Pizza & Restaurant","1375 Fillmore St",2019-10-02,90,"Food safety certificate or food handler card not available","Low Risk",NA
"13155",67495,"Southern Pacific Brewing","620 Treat Ave",2019-10-02,85,"Unapproved or unmaintained equipment or utensils","Low Risk",2
"13156",81088,"Liberty Cheesesteak","428 11th St",2019-10-02,94,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13157",78779,"Pakwan Restaurant","501 O'Farrell St",2019-10-02,74,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13158",65137,"Martita Restaurant","5276 Mission St",2019-10-02,86,"Unapproved or unmaintained equipment or utensils","Low Risk",1
"13159",65137,"Martita Restaurant","5276 Mission St",2019-10-02,86,"Moderate risk vermin infestation","Moderate Risk",1
"13160",67495,"Southern Pacific Brewing","620 Treat Ave",2019-10-02,85,"Unclean nonfood contact surfaces","Low Risk",2
"13161",78779,"Pakwan Restaurant","501 O'Farrell St",2019-10-02,74,"Food safety certificate or food handler card not available","Low Risk",NA
"13162",83841,"Bruno's Pizza & Restaurant","1375 Fillmore St",2019-10-02,90,"Moderate risk food holding temperature","Moderate Risk",NA
"13163",78779,"Pakwan Restaurant","501 O'Farrell St",2019-10-02,74,"Improper cooling methods","High Risk",NA
"13164",65137,"Martita Restaurant","5276 Mission St",2019-10-02,86,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",1
"13165",87631,"Truly Mediterranean","3109 16th St.",2019-10-02,94,"Improper food storage","Low Risk",NA
"13166",81235,"Burmese Kitchen","3815 Geary Blvd",2019-10-02,88,"Improper food storage","Low Risk",NA
"13167",78779,"Pakwan Restaurant","501 O'Farrell St",2019-10-02,74,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"13168",84858,"Onigilly","455 Market St Ste. 160",2019-10-02,93,"Improper cooling methods","High Risk",NA
"13169",67495,"Southern Pacific Brewing","620 Treat Ave",2019-10-02,85,"High risk vermin infestation","High Risk",2
"13170",93022,"Wise Sons Delicatessen","537 Octavia St",2019-10-02,96,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13171",83841,"Bruno's Pizza & Restaurant","1375 Fillmore St",2019-10-02,90,"Unclean or degraded floors walls or ceilings","Low Risk",NA
"13172",65137,"Martita Restaurant","5276 Mission St",2019-10-02,86,"Foods not protected from contamination","Moderate Risk",1
"13173",81235,"Burmese Kitchen","3815 Geary Blvd",2019-10-02,88,"Improper storage of equipment utensils or linens","Low Risk",NA
"13174",78779,"Pakwan Restaurant","501 O'Farrell St",2019-10-02,74,"High risk food holding temperature","High Risk",NA
"13175",78779,"Pakwan Restaurant","501 O'Farrell St",2019-10-02,74,"Unclean nonfood contact surfaces","Low Risk",NA
"13176",81235,"Burmese Kitchen","3815 Geary Blvd",2019-10-02,88,"Moderate risk food holding temperature","Moderate Risk",NA
"13177",83841,"Bruno's Pizza & Restaurant","1375 Fillmore St",2019-10-02,90,"Permit license or inspection report not posted","Low Risk",NA
"13178",87631,"Truly Mediterranean","3109 16th St.",2019-10-02,94,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"13179",81088,"Liberty Cheesesteak","428 11th St",2019-10-02,94,"Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",NA
"13180",78779,"Pakwan Restaurant","501 O'Farrell St",2019-10-02,74,"Low risk vermin infestation","Low Risk",NA
"13181",81235,"Burmese Kitchen","3815 Geary Blvd",2019-10-02,88,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13182",97844,"THE MELT","455 Market St Ste 140",2019-10-02,85,"Inadequate and inaccessible handwashing facilities","Moderate Risk",NA
"13183",96285,"Panchitas","530 Valencia St",2019-10-02,86,"Foods not protected from contamination","Moderate Risk",NA
"13184",101461,"DBC RESTAURANT","1109 FILLMORE ST",2019-10-02,90,"Improper food storage","Low Risk",NA
"13185",101461,"DBC RESTAURANT","1109 FILLMORE ST",2019-10-02,90,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",NA
"13186",96285,"Panchitas","530 Valencia St",2019-10-02,86,"Moderate risk food holding temperature","Moderate Risk",NA
"13187",97844,"THE MELT","455 Market St Ste 140",2019-10-02,85,"Improper cooling methods","High Risk",NA
"13188",101461,"DBC RESTAURANT","1109 FILLMORE ST",2019-10-02,90,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"13189",96285,"Panchitas","530 Valencia St",2019-10-02,86,"Moderate risk vermin infestation","Moderate Risk",NA
"13190",5797,"SLOAT ELEMENTARY SCHOOL","50 DARIEN Way",2019-10-02,100,NA,NA,8
"13191",101461,"DBC RESTAURANT","1109 FILLMORE ST",2019-10-02,90,"Improper storage of equipment utensils or linens","Low Risk",NA
"13192",97844,"THE MELT","455 Market St Ste 140",2019-10-02,85,"Moderate risk food holding temperature","Moderate Risk",NA
"13193",96285,"Panchitas","530 Valencia St",2019-10-02,86,"Unapproved or unmaintained equipment or utensils","Low Risk",NA
"13194",61494,"Golden City Inn","5131 03rd St",2019-10-03,73,"Low risk vermin infestation","Low Risk",9
"13195",39403,"Frisco Fried","5176 03rd St",2019-10-03,92,"Low risk vermin infestation","Low Risk",9
"13196",5807,"SHERIDAN ELEMENTARY SCHOOL","431 CAPITOL Ave",2019-10-03,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",1
"13197",5807,"SHERIDAN ELEMENTARY SCHOOL","431 CAPITOL Ave",2019-10-03,92,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",1
"13198",61494,"Golden City Inn","5131 03rd St",2019-10-03,73,"Employee eating or smoking","Moderate Risk",9
"13199",5805,"ORTEGA ELEMENTARY SCHOOL","400 Sargent St",2019-10-03,92,"Inadequate and inaccessible handwashing facilities","Moderate Risk",1
"13200",3482,"Sears Fine Food","439 Powell St",2019-10-03,91,"Improper cooling methods","High Risk",3
"13201",38788,"Pizzeria Delfina","2406 CALIFORNIA St",2019-10-03,90,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",6
"13202",40185,"5A5 Steak Lounge","244 Jackson St",2019-10-03,81,"High risk vermin infestation","High Risk",3
"13203",39403,"Frisco Fried","5176 03rd St",2019-10-03,92,"Unclean or degraded floors walls or ceilings","Low Risk",9
"13204",61494,"Golden City Inn","5131 03rd St",2019-10-03,73,"Unapproved or unmaintained equipment or utensils","Low Risk",9
"13205",39403,"Frisco Fried","5176 03rd St",2019-10-03,92,"Food safety certificate or food handler card not available","Low Risk",9
"13206",61494,"Golden City Inn","5131 03rd St",2019-10-03,73,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",9
"13207",3482,"Sears Fine Food","439 Powell St",2019-10-03,91,"Unapproved or unmaintained equipment or utensils","Low Risk",3
"13208",61494,"Golden City Inn","5131 03rd St",2019-10-03,73,"Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk",9
"13209",40185,"5A5 Steak Lounge","244 Jackson St",2019-10-03,81,"Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",3
"13210",40185,"5A5 Steak Lounge","244 Jackson St",2019-10-03,81,"Noncompliance with HAACP plan or variance","Moderate Risk",3
"13211",38788,"Pizzeria Delfina","2406 CALIFORNIA St",2019-10-03,90,"Unapproved or unmaintained equipment or utensils","Low Risk",6
